num,roundType,power,bossId,boss,monster,powerRatio,reward,raidReward
408,0,505065,0,32024,32137~234|32445~234|32470~234|32300~234|32024~234|32260~234|0~234,1,10006~210|23304~1,10005~86000~1|10006~212~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
409,0,505065,0,32180,32445~234|32445~234|32063~234|32219~234|32180~234|32341~234|0~234,1,10006~210|23404~1,10005~86000~1|10006~212~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
410,1,509055,31470,31470,32020~235|32059~235|0~235|0~235|0~235|0~235|31470~240,1,10006~420|23204~1|23104~1|23304~1|23404~1,10005~86000~1|10006~212~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
411,0,511130,0,32180,32019~235|32445~235|32141~235|32142~235|32180~235|30256~235|0~235,1,10006~210|23204~1,10005~87000~1|10006~214~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
412,0,511130,0,30256,32235~235|32058~235|32022~235|30256~235|30256~235|32064~235|0~235,1,10006~210|23104~1,10005~87000~1|10006~214~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
413,0,515140,0,32470,32021~235|32301~235|32341~235|32300~235|32470~235|32470~235|0~235,1,10006~210|23304~1,10005~87000~1|10006~214~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
414,0,515140,0,32260,32021~236|32021~236|32300~236|32064~236|32260~236|32142~236|0~236,1,10006~210|23404~1,10005~87000~1|10006~214~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
415,1,519140,0,32324,32324~236|32301~236|32217~236|32064~236|32324~236|32342~236|0~236,1,10006~420|23204~1|23104~1|23304~1|23404~1,10005~87000~1|10006~214~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
416,0,521225,0,32021,32021~236|32019~236|32324~236|32260~236|32021~236|32300~236|0~236,1,10006~210|23204~1,10005~88000~1|10006~216~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
417,0,521225,0,32236,32136~237|32445~237|32022~237|32025~237|32236~237|32021~237|0~237,1,10006~210|23104~1,10005~88000~1|10006~216~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
418,0,572350,0,30256,32235~237|32341~237|30256~237|30256~237|30256~237|32219~237|0~237,1,10006~210|23304~1,10005~88000~1|10006~216~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
419,0,572350,0,32024,32341~237|32019~237|32142~237|32142~237|32024~237|32341~237|0~237,1,10006~210|23404~1,10005~88000~1|10006~216~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
420,1,576635,31025,31025,32301~238|32019~238|0~238|0~238|0~238|0~238|31025~243,1,10006~420|23204~1|23104~1|23304~1|23404~1,10005~88000~1|10006~216~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
421,0,578970,0,32022,32136~238|32137~238|32470~238|32063~238|32022~238|32341~238|0~238,1,10006~210|23204~1,10005~89000~1|10006~218~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
422,0,578970,0,32062,32136~239|32301~239|32025~239|32470~239|32062~239|32064~239|0~239,1,10006~210|23104~1,10005~89000~1|10006~218~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
423,0,583260,0,32470,32058~239|32445~239|32341~239|32300~239|32470~239|32300~239|0~239,1,10006~210|23304~1,10005~89000~1|10006~218~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
424,0,583260,0,32060,32235~240|32020~240|32260~240|32062~240|32060~240|32341~240|0~240,1,10006~210|23404~1,10005~89000~1|10006~218~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
425,1,587565,0,30256,32137~240|32235~240|32300~240|32341~240|30256~240|32061~240|0~240,1,10006~420|23204~1|23104~1|23304~1|23404~1,10005~89000~1|10006~218~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
426,0,589935,0,32140,32445~241|32136~241|32300~241|32342~241|32140~241|32021~241|0~241,1,10006~210|23204~1,10005~90000~1|10006~220~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
427,0,589935,0,32063,32058~241|32235~241|32341~241|32142~241|32063~241|32300~241|0~241,1,10006~210|23104~1,10005~90000~1|10006~220~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
428,0,594240,0,32300,32060~242|32059~242|32341~242|32021~242|32300~242|32024~242|0~242,1,10006~210|23304~1,10005~90000~1|10006~220~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
429,0,594240,0,32341,32138~242|32019~242|32324~242|32021~242|32341~242|32220~242|0~242,1,10006~210|23404~1,10005~90000~1|10006~220~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
430,1,598570,31220,31220,32137~243|32236~243|0~243|0~243|0~243|0~243|31220~248,1,10006~425|23204~1|23104~1|23304~1|23404~1,10005~90000~1|10006~220~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
431,0,600945,0,32025,32445~243|32445~243|32063~243|32342~243|32025~243|32063~243|0~243,1,10006~210|23204~1,10005~91000~1|10006~222~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
432,0,600945,0,32063,32445~243|32138~243|32022~243|32342~243|32063~243|32341~243|0~243,1,10006~210|23104~1,10005~91000~1|10006~222~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
433,0,605285,0,32064,32137~243|32138~243|32300~243|32022~243|32064~243|32063~243|0~243,1,10006~210|23304~1,10005~91000~1|10006~222~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
434,0,605285,0,32260,32445~244|32138~244|32341~244|32341~244|32260~244|32063~244|0~244,1,10006~210|23404~1,10005~91000~1|10006~222~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
435,1,609620,0,32064,32301~244|32058~244|32341~244|32142~244|32064~244|32342~244|0~244,1,10006~425|23204~1|23104~1|23304~1|23404~1,10005~91000~1|10006~222~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
436,0,612020,0,32300,32235~244|32021~244|32219~244|32470~244|32300~244|32342~244|0~244,1,10006~210|23204~1,10005~92000~1|10006~224~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
437,0,612020,0,32260,32060~245|32136~245|32470~245|32260~245|32260~245|32300~245|0~245,1,10006~210|23104~1,10005~92000~1|10006~224~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
438,0,616380,0,32341,32341~245|32235~245|32140~245|32217~245|32341~245|32324~245|0~245,1,10006~210|23304~1,10005~92000~1|10006~224~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
439,0,616380,0,32324,32059~245|32137~245|32342~245|32022~245|32324~245|32341~245|0~245,1,10006~210|23404~1,10005~92000~1|10006~224~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
440,1,620750,31064,31064,32236~246|32324~246|0~246|0~246|0~246|0~246|31064~251,1,10006~425|23204~1|23104~1|23304~1|23404~1,10005~92000~1|10006~224~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
441,0,623155,0,32342,32301~246|32138~246|32141~246|32062~246|32342~246|32141~246|0~246,1,10006~210|23204~1,10005~93000~1|10006~226~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
442,0,623155,0,32236,32137~246|32058~246|32060~246|32022~246|32236~246|32062~246|0~246,1,10006~210|23104~1,10005~93000~1|10006~226~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
443,0,627545,0,32342,32060~247|32058~247|32260~247|32023~247|32342~247|32219~247|0~247,1,10006~210|23304~1,10005~93000~1|10006~226~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
444,0,627545,0,32140,32021~247|32236~247|32342~247|32236~247|32140~247|32324~247|0~247,1,10006~210|23404~1,10005~93000~1|10006~226~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
445,1,631940,0,32324,32341~248|32236~248|32341~248|32342~248|32324~248|32142~248|0~248,1,10006~425|23204~1|23104~1|23304~1|23404~1,10005~93000~1|10006~226~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
446,0,634370,0,32342,32059~248|32136~248|32260~248|32324~248|32342~248|32300~248|0~248,1,10006~210|23204~1,10005~94000~1|10006~228~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
447,0,634370,0,32142,32058~248|32059~248|32180~248|32064~248|32142~248|32470~248|0~248,1,10006~210|23104~1,10005~94000~1|10006~228~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
448,0,638770,0,32141,32019~249|32138~249|32470~249|32063~249|32141~249|32341~249|0~249,1,10006~210|23304~1,10005~94000~1|10006~228~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
449,0,638770,0,32260,32058~249|32236~249|32062~249|32219~249|32260~249|32140~249|0~249,1,10006~210|23404~1,10005~94000~1|10006~228~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
450,1,643180,31023,31023,32236~250|32137~250|0~250|0~250|0~250|0~250|31023~255,1,10006~425|23204~1|23104~1|23304~1|23404~1,10005~94000~1|10006~228~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
451,0,645660,0,32022,32236~250|32136~250|32063~250|30256~250|32022~250|32324~250|0~250,1,10006~215|23204~1,10005~95000~1|10006~230~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
452,0,645660,0,32236,32445~251|32445~251|32064~251|32060~251|32236~251|32064~251|0~251,1,10006~215|23104~1,10005~95000~1|10006~230~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
453,0,650110,0,32470,32019~251|32058~251|32140~251|32341~251|32470~251|32022~251|0~251,1,10006~215|23304~1,10005~95000~1|10006~230~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
454,0,650110,0,32025,32341~252|32020~252|32219~252|32220~252|32025~252|32062~252|0~252,1,10006~215|23404~1,10005~95000~1|10006~230~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
455,1,654575,0,30256,32019~252|32137~252|32063~252|32470~252|30256~252|32470~252|0~252,1,10006~430|23204~1|23104~1|23304~1|23404~1,10005~95000~1|10006~230~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
456,0,657070,0,32217,32236~253|32301~253|32180~253|32324~253|32217~253|32140~253|0~253,1,10006~215|23204~1,10005~96000~1|10006~232~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
457,0,657070,0,30256,32136~253|32324~253|32140~253|32220~253|30256~253|32341~253|0~253,1,10006~215|23104~1,10005~96000~1|10006~232~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
458,0,661550,0,32236,32137~254|32236~254|32142~254|32260~254|32236~254|32022~254|0~254,1,10006~215|23304~1,10005~96000~1|10006~232~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
459,0,661550,0,32142,32019~254|32137~254|32024~254|32219~254|32142~254|32341~254|0~254,1,10006~215|23404~1,10005~96000~1|10006~232~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
460,1,735130,31342,31342,32341~255|32137~255|0~255|0~255|0~255|0~255|31342~260,1,10006~430|23204~1|23104~1|23304~1|23404~1,10005~96000~1|10006~232~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
461,0,737965,0,32470,32137~255|32341~255|32342~255|32022~255|32470~255|32063~255|0~255,1,10006~215|23204~1,10005~97000~1|10006~234~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
462,0,737965,0,32341,32020~255|32301~255|32324~255|32142~255|32341~255|32064~255|0~255,1,10006~215|23104~1,10005~97000~1|10006~234~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
463,0,742810,0,30256,32021~255|32324~255|32342~255|32324~255|30256~255|32219~255|0~255,1,10006~215|23304~1,10005~97000~1|10006~234~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
464,0,742810,0,32260,32324~256|32059~256|32236~256|32219~256|32260~256|32341~256|0~256,1,10006~215|23404~1,10005~97000~1|10006~234~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
465,1,747650,0,32470,32020~256|32235~256|32060~256|32060~256|32470~256|32142~256|0~256,1,10006~430|23204~1|23104~1|23304~1|23404~1,10005~97000~1|10006~234~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
466,0,750505,0,32470,32301~256|32301~256|32341~256|32141~256|32470~256|32220~256|0~256,1,10006~215|23204~1,10005~98000~1|10006~236~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
467,0,750505,0,32023,32137~257|32235~257|32341~257|32470~257|32023~257|32060~257|0~257,1,10006~215|23104~1,10005~98000~1|10006~236~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
468,0,755360,0,32324,32235~257|32341~257|32064~257|32140~257|32324~257|30256~257|0~257,1,10006~215|23304~1,10005~98000~1|10006~236~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
469,0,755360,0,32140,32324~257|32019~257|32064~257|30256~257|32140~257|32470~257|0~257,1,10006~215|23404~1,10005~98000~1|10006~236~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
470,1,760230,31342,31342,32445~258|32060~258|0~258|0~258|0~258|0~258|31342~263,1,10006~430|23204~1|23104~1|23304~1|23404~1,10005~98000~1|10006~236~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
471,0,763100,0,32061,32060~258|32235~258|32022~258|32140~258|32061~258|32180~258|0~258,1,10006~215|23204~1,10005~99000~1|10006~238~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
472,0,763100,0,32470,32058~259|32445~259|32260~259|32470~259|32470~259|32342~259|0~259,1,10006~215|23104~1,10005~99000~1|10006~238~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
473,0,767990,0,32025,32341~259|32324~259|32180~259|32217~259|32025~259|32260~259|0~259,1,10006~215|23304~1,10005~99000~1|10006~238~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
474,0,767990,0,32341,32137~260|32301~260|32022~260|32021~260|32341~260|32025~260|0~260,1,10006~215|23404~1,10005~99000~1|10006~238~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
475,1,772875,0,32341,32341~260|32137~260|32142~260|32219~260|32341~260|32236~260|0~260,1,10006~430|23204~1|23104~1|23304~1|23404~1,10005~99000~1|10006~238~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
476,0,775770,0,32141,32138~261|32060~261|32022~261|32063~261|32141~261|32021~261|0~261,1,10006~215|23204~1,10005~100000~1|10006~240~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
477,0,775770,0,32142,32324~261|32058~261|32024~261|32470~261|32142~261|32341~261|0~261,1,10006~215|23104~1,10005~100000~1|10006~240~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
478,0,780680,0,32324,32341~262|32324~262|32063~262|32260~262|32324~262|32342~262|0~262,1,10006~215|23304~1,10005~100000~1|10006~240~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
479,0,780680,0,32142,32058~262|32137~262|32324~262|32025~262|32142~262|32341~262|0~262,1,10006~215|23404~1,10005~100000~1|10006~240~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
480,1,785605,31341,31341,32020~263|32021~263|0~263|0~263|0~263|0~263|31341~268,1,10006~435|23204~1|23104~1|23304~1|23404~1,10005~100000~1|10006~240~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
481,0,788510,0,32064,32138~263|32059~263|32219~263|32220~263|32064~263|32324~263|0~263,1,10006~215|23204~1,10005~101000~1|10006~242~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
482,0,788510,0,32180,32445~263|32020~263|32217~263|32236~263|32180~263|32470~263|0~263,1,10006~215|23104~1,10005~101000~1|10006~242~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
483,0,793445,0,32180,32060~263|32445~263|32060~263|30256~263|32180~263|32022~263|0~263,1,10006~215|23304~1,10005~101000~1|10006~242~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
484,0,798390,0,32142,32138~264|32019~264|32022~264|32061~264|32142~264|32236~264|0~264,1,10006~215|23404~1,10005~101000~1|10006~242~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
485,1,798390,0,32060,32020~264|32445~264|32220~264|32341~264|32060~264|32063~264|0~264,1,10006~435|23204~1|23104~1|23304~1|23404~1,10005~101000~1|10006~242~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
486,0,801320,0,32063,32058~264|32059~264|32063~264|32141~264|32063~264|32025~264|0~264,1,10006~215|23204~1,10005~102000~1|10006~244~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
487,0,801320,0,32021,32138~265|32136~265|32300~265|32324~265|32021~265|32236~265|0~265,1,10006~215|23104~1,10005~102000~1|10006~244~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
488,0,806280,0,32025,32324~265|32058~265|32300~265|32341~265|32025~265|32324~265|0~265,1,10006~215|23304~1,10005~102000~1|10006~244~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
489,0,811245,0,32470,32019~265|32020~265|32180~265|32300~265|32470~265|32064~265|0~265,1,10006~215|23404~1,10005~102000~1|10006~244~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
490,1,811245,31260,31260,32301~266|32445~266|0~266|0~266|0~266|0~266|31260~271,1,10006~435|23204~1|23104~1|23304~1|23404~1,10005~102000~1|10006~244~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
491,0,814190,0,32024,32059~266|32136~266|32342~266|32021~266|32024~266|32064~266|0~266,1,10006~215|23204~1,10005~103000~1|10006~246~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
492,0,814190,0,32324,32324~266|32301~266|32062~266|32061~266|32324~266|32022~266|0~266,1,10006~215|23104~1,10005~103000~1|10006~246~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
493,0,819180,0,32140,32445~267|32324~267|32025~267|32342~267|32140~267|32219~267|0~267,1,10006~215|23304~1,10005~103000~1|10006~246~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
494,0,824170,0,32061,32445~267|32059~267|32062~267|32342~267|32061~267|32064~267|0~267,1,10006~215|23404~1,10005~103000~1|10006~246~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
495,1,824170,0,32025,32059~268|32021~268|32300~268|32260~268|32025~268|32300~268|0~268,1,10006~435|23204~1|23104~1|23304~1|23404~1,10005~103000~1|10006~246~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
496,0,827130,0,32140,32445~268|32059~268|32140~268|32140~268|32140~268|32061~268|0~268,1,10006~215|23204~1,10005~104000~1|10006~248~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
497,0,827130,0,32300,32136~268|32020~268|32470~268|32141~268|32300~268|32063~268|0~268,1,10006~215|23104~1,10005~104000~1|10006~248~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
498,0,832150,0,32063,32020~269|32301~269|32022~269|32324~269|32063~269|30256~269|0~269,1,10006~215|23304~1,10005~104000~1|10006~248~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
499,0,837170,0,32025,32020~269|32019~269|32025~269|32341~269|32025~269|30256~269|0~269,1,10006~215|23404~1,10005~104000~1|10006~248~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
500,1,837170,31236,31236,32137~270|32020~270|0~270|0~270|0~270|0~270|31236~275,1,10006~435|23204~1|23104~1|23304~1|23404~1,10005~104000~1|10006~248~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
