id,txt_RoleName,txt_Des,star,starLimit,isInherit,fragment,distance,elem,jobId,role,fightScale,ishide,book,bloodType,bloodCount,skillNormal,skills,modifyPower,heroBaseProps,heroPropGrowth,monsterPropsRatio,actSummonCnt
31216,暗刃达斯,0,5,14,,,1,6,2,302160,1,1,,,,321601,,,,,2.2|0.99|3.76|115.5|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31217,邪恶法师,偷取、暴击,5,10,,,2,6,3,302170,1,1,,,,321701,321711|321721|321731|321741,,,,2.39|0.94|3.56|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31218,摄魂女士,0,5,14,,,2,6,3,302180,1,1,,,,321801,,,,,2.39|0.94|3.56|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31219,猎杀者,针对后排、增伤,5,10,,,1,6,4,302190,1,1,,,,321901,321911|321921|321931|321941,,,,2.29|0.99|3.56|115.5|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31220,索姆拉,后排吸血、免疫死亡,5,10,,,1,6,5,302200,1,1,,,,322001,322011|322021|322031|322041,,,,2|1.05|3.96|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31340,罗密欧,0,5,14,,,1,6,1,303400,1,1,,,,334001,,,,,1.53|1.21|4.55|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31341,DIVA,驱散、回怒、针对残血、减伤、免疫死亡,5,14,,,2,6,2,303410,1,1,,,,334101,334111|334121|334131|334141|334151,,,,2.2|0.99|3.76|115.5|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31342,死神卡戎,降怒、回怒、免疫死亡,5,10,,,1,6,3,303420,1,1,,,,334201,334211|334221|334231|334241,,,,2.39|0.94|3.56|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31343,塞壬妮,0,5,14,,,2,6,4,303430,1,1,,,,334301,,,,,2.29|0.99|3.56|115.5|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31344,黑暗之子,治疗、控制抗性、中毒、沉默、暗系增伤,5,14,,,2,6,5,303440,1,1,,,,334401,334411|334421|334431|334441|334451,,,,2|1.05|3.96|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31345,恶魔猎人,燃烧、额外行动、吸取怒气,5,14,,,2,6,2,303450,1,1,,,,334501,334511|334521|334531|334541|334551,,,,2.2|0.99|3.76|115.5|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31346,无妄,0,5,14,,,2,6,3,303460,1,1,,,,334601,,,,,2.39|0.94|3.56|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31468,利维亚桑,沉默、禁魔、中毒、石化、治疗、回怒,5,14,,,2,6,3,304680,1,1,,,,346801,346811|346821|346831|346841|346851,,,,2.39|0.94|3.56|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31470,暗龙女王,偷取、控制、持续伤害,5,14,,,2,6,5,304700,1,1,,,,347001,347011|347021|347031|347041|347051,,,,2|1.05|3.96|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31500,精灵队长,暴击、禁魔、针对坦克、针对战士,5,14,,,2,1,4,300230,1,1,,,,302301,302311|302321|302331|302341|302351,,,,1.8|0.9|3.24|105|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|55|0|0|0|0|0|0|0|0|0|0|0|0|0,
31501,疾风,攻击治疗、反控、冰冻增伤,5,14,,,1,1,2,302360,1,1,,,,323601,323611|323621|323631|323641|323651,,,,2.07|0.99|1.42|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|55|0|0|0|0|0|0|0|0|0|0|0|0|0,
31502,暴君,燃烧、石化、无敌、复活、全体,5,14,,,2,4,3,303000,1,1,,,,330001,330011|330021|330031|330041|330051,,,,3.31|1.28|4.73|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|55|0|0|0|0|0|0|0|0|0|0|0|0|0,
31503,翔空,嘲讽、受击治疗、护盾、雷吼之友,5,14,,,1,2,1,300580,1,1,,,,305801,305811|305821|305831|305841|305851,,,,2.29|1.65|7.59|106|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|55|0|0|0|0|0|0|0|0|0|0|0|0|0,
31504,水光,冰冻、寒霜、针对残血、行动技,5,14,,,2,1,3,300220,1,1,,,,302201,302211|302221|302231|302241|302251,,,,3.13|1.28|6.48|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|55|0|0|0|0|0|0|0|0|0|0|0|0|0,
31505,神爪,麻痹、暴击、针对后排,5,10,,,1,2,2,300600,1,1,,,,306001,306011|306021|306031|306041,,,,3.8|1.35|8.36|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|55|0|0|0|0|0|0|0|0|0|0|0|0|0,
31506,鬼侍,石化、燃烧、全体、针对战士,5,14,,,1,4,2,301380,1,1,,,,313801,313811|313821|313831|313841|313851,,,,2.65|0.9|5.99|104|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|55|0|0|0|0|0|0|0|0|0|0|0|0|0,
31507,水影杀手,寒霜、针对残血、针对法师、针对辅助,5,10,,,1,1,2,300210,1,1,,,,302101,302111|302121|302131|302141,,,,2.3|0.9|8.78|105|6|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|55|0|0|0|0|0|0|0|0|0|0|0|0|0,
31508,疾风,攻击治疗、反控、冰冻增伤,5,14,,,1,1,2,302360,1,1,,,,323601,323611|323621|323631|323641|323651,,,,2.07|0.9|3.42|105|7|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|55|0|0|0|0|0|0|0|0|0|0|0|0|0,
31509,触电法师,麻痹、全体、增伤,5,10,,,2,2,3,300610,1,1,,,,306101,306111|306121|306131|306141,,,,2.75|0.85|4.95|105|8|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|55|0|0|0|0|0|0|0|0|0|0|0|0|0,
31510,暴君,燃烧、石化、无敌、复活、全体,5,14,,,2,4,3,303000,1,1,,,,330001,330011|330021|330031|330041|330051,,,,2.88|0.85|4.73|104|9|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|55|0|0|0|0|0|0|0|0|0|0|0|0|0,
31521,水晶蜘蛛,反伤、受击回怒,4,5,,,1,2,1,300520,1,1,,,,305201,305211|305221|305231,,,,0.35|0.66|0.57|103|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|55|0|0|0|0|0|0|0|0|0|0|0|0|0,
31522,水精灵,治疗,4,5,,,2,1,5,300180,1,1,,,,301801,301811|301821|301831,,,,0.42|0.57|0.54|103|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|55|0|0|0|0|0|0|0|0|0|0|0|0|0,
31523,焰灵,攻击降防,4,5,,,2,4,1,301310,1,1,,,,313101,313111|313121|313131,,,,0.37|0.66|0.54|103|5|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|55|0|0|0|0|0|0|0|0|0|0|0|0|0,
32001,粘液怪,单体伤害,1,1,,,1,1,1,300010,1,1,,,,300101,300111,,,,0.88|1.21|1.52|100|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32004,仙人掌,攻击降防,2,2,,,1,1,1,300040,1,1,,,,300401,300411,,,,0.88|1.21|1.52|101|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32005,泡泡鱼,攻击前排,2,2,,,1,1,3,300050,1,1,,,,300501,300511,,,,1.38|0.94|1.19|101|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32009,钢牙,增伤,3,3,,,1,1,1,300090,1,1,,,,300901,300911|300921,,,,0.88|1.21|1.52|102|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32010,骨盔刺客,针对后排,3,3,,,1,1,2,300100,1,1,,,,301001,301011|301021,,,,1.27|0.99|1.25|103|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32011,鱼人贤者,冰冻,3,3,,,2,1,3,300110,1,1,,,,301101,301111|301121,,,,1.38|0.94|1.19|102|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32014,哥布林盗贼,冰冻、针对后排,4,5,,,1,1,2,300140,1,1,,,,301401,301411|301421|301431,,,,1.27|0.99|1.25|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32015,悠闲青蛙,寒霜、针对后排,4,5,,,1,1,3,300150,1,1,,,,301501,301511|301521|301531,,,,1.38|0.94|1.19|103|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32016,莱戈斯,针对后排,4,5,,,1,1,4,300160,1,1,,,,301601,301611|301621|301631,,,,1.32|0.99|1.19|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32018,水精灵,治疗,4,5,,,2,1,5,300180,1,1,,,,301801,301811|301821|301831,,,,1.16|1.05|1.32|103|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32019,督军潮吼,肉盾、冰冻,5,10,,,1,1,1,300190,1,1,,,,301901,301911|301921|301931|301941,,,,0.88|1.21|1.52|105|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32020,海潮公主,寒霜、寒霜增伤,5,10,,,2,1,2,300200,1,1,,,,302001,302011|302021|302031|302041,,,,1.27|0.99|1.25|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32021,水影杀手,寒霜、针对残血、针对法师、针对辅助,5,10,,,1,1,2,300210,1,1,,,,302101,302111|302121|302131|302141,,,,1.27|0.99|1.25|105|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32022,水光,冰冻、寒霜、针对残血、行动技,5,14,,,2,1,3,300220,1,1,,,,302201,302211|302221|302231|302241|302251,,,,1.38|0.94|1.19|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32023,精灵队长,暴击、禁魔、针对坦克、针对战士,5,14,,,2,1,4,300230,1,1,,,,302301,302311|302321|302331|302341|302351,,,,1.32|0.99|1.19|105|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32024,悠妮,治疗、针对后排,5,10,,,2,1,5,300240,1,1,,,,302401,302411|302421|302431|302441,,,,1.16|1.05|1.32|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32025,伊娃,状态加成、针对后排,5,10,,,2,1,5,300250,1,1,,,,302501,302511|302521|302531|302541,,,,1.16|1.05|1.32|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32235,沃顿,降回怒、无敌、受击冰冻、受击治疗,5,14,,,1,1,1,302350,1,1,,,,323501,323511|323521|323531|323541|323551,,,,0.88|1.21|1.52|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32236,哈拉尔,攻击治疗、反控、冰冻增伤,5,14,,,1,1,2,302360,1,1,,,,323601,323611|323621|323631|323641|323651,,,,1.27|0.99|1.25|105|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32237,梦翼者,0,5,14,,,2,1,3,302370,1,1,,,,323701,,,,,1.38|0.94|1.19|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32238,灵弓,0,5,14,,,2,1,4,302380,1,1,,,,323801,,,,,1.32|0.99|1.19|105|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32042,吸血蝙蝠,偷取,1,1,,,1,2,4,300420,1,1,,,,304201,304211,,,,1.45|0.99|1.09|100|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32043,惊雷兽,防御增强,2,2,,,1,2,1,300430,1,1,,,,304301,304311,,,,0.97|1.21|1.39|101|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32046,神枪手,单体伤害,2,2,,,2,2,4,300460,1,1,,,,304601,304611,,,,1.45|0.99|1.09|102|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32047,冰蓝巨兽,前排防御增强,3,3,,,1,2,1,300470,1,1,,,,304701,304711|304721,,,,0.97|1.21|1.39|102|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32048,飞行守卫III型,针对后排、针对残血,3,3,,,2,2,2,300480,1,1,,,,304801,304811|304821,,,,1.39|0.99|1.15|103|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32051,孤狼,治疗,3,3,,,1,2,5,300510,1,1,,,,305101,305111|305121,,,,1.27|1.05|1.21|102|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32052,水晶蜘蛛,反伤、受击回怒,4,5,,,1,2,1,300520,1,1,,,,305201,305211|305221|305231,,,,0.97|1.21|1.39|103|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32053,匿影武者,中毒、针对后排,4,5,,,1,2,2,300530,1,1,,,,305301,305311|305321|305331,,,,1.39|0.99|1.15|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32054,铃铛猫,全体、针对战士,4,5,,,1,2,3,300540,1,1,,,,305401,305411|305421|305431,,,,1.51|0.94|1.09|105|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32056,花仙子,免疫控制、免疫暴击、针对后排,4,5,,,2,2,4,300560,1,1,,,,305601,305611|305621|305631,,,,1.45|0.99|1.09|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32058,翔空,嘲讽、受击治疗、护盾、雷吼之友,5,14,,,1,2,1,300580,1,1,,,,305801,305811|305821|305831|305841|305851,,,,0.97|1.21|1.39|106|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32059,雷神之手,连斩、护盾、回合技,5,10,,,2,2,2,300590,1,1,,,,305901,305911|305921|305931|305941,,,,1.39|0.99|1.15|103|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32060,神爪,麻痹、暴击、针对后排,5,10,,,1,2,2,300600,1,1,,,,306001,306011|306021|306031|306041,,,,1.39|0.99|1.15|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32061,触电法师,麻痹、全体、增伤,5,10,,,2,2,3,300610,1,1,,,,306101,306111|306121|306131|306141,,,,1.51|0.94|1.09|105|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32062,稻草人,最大生命伤害、控制增伤,5,10,,,2,2,3,300620,1,1,,,,306201,306211|306221|306231|306241,,,,1.51|0.94|1.09|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32063,电玩少女,沉默、普攻增强、禁魔,5,10,,,2,2,4,300630,1,1,,,,306301,306311|306321|306331|306341,,,,1.45|0.99|1.09|105|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32064,链锤,普攻治疗、受击治疗、治疗,5,10,,,1,2,5,300640,1,1,,,,306401,306411|306421|306431|306441,,,,1.27|1.05|1.21|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32256,狂吼,麻痹、麻痹增伤、暴击流、翔空机友,5,14,,,1,2,3,302560,1,1,,,,325601,325611|325621|325631|325641|325651,,,,1.51|0.94|1.09|103|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32257,雷隐,0,5,14,,,1,2,2,302570,1,1,,,,325701,,,,,1.39|0.99|1.15|105|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32260,法莲娜,复活、强效治疗、死亡治疗,5,14,,,2,2,5,302600,1,1,,,,326001,326011|326021|326031|326041|326051,,,,1.27|1.05|1.21|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32119,食人花,燃烧,1,1,,,2,4,2,301190,1,1,,,,311901,311911,,,,1.45|0.99|1.1|100|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32123,暴怒蜡烛,燃烧,2,2,,,1,4,3,301230,1,1,,,,312301,312311,,,,1.58|0.94|1.04|101|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32124,恶魔拳手,单体伤害,2,2,,,1,4,5,301240,1,1,,,,312401,312411,,,,1.33|1.05|1.16|101|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32125,小恶魔,群体伤害,3,3,,,1,4,1,301250,1,1,,,,312501,312511|312521,,,,1.01|1.21|1.33|102|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32126,邪恶劣魔,攻击前排,3,3,,,1,4,1,301260,1,1,,,,312601,312611|312621,,,,1.01|1.21|1.33|102|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32129,赤红蝎,禁魔、针对后排,3,3,,,1,4,4,301290,1,1,,,,312901,312911|312921,,,,1.52|0.99|1.04|103|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32130,小火龙,治疗、攻击治疗,4,5,,,2,4,1,301300,1,1,,,,313001,313011|313021|313031,,,,1.01|1.21|1.33|103|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32131,焰灵,攻击降防,4,5,,,2,4,1,301310,1,1,,,,313101,313111|313121|313131,,,,1.01|1.21|1.33|103|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32133,南瓜头,怒气回复、针对后排,4,5,,,1,4,3,301330,1,1,,,,313301,313311|313321|313331,,,,1.58|0.94|1.04|103|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32134,巨头,针对残血、治疗,4,5,,,1,4,4,301340,1,1,,,,313401,313411|313421|313431,,,,1.52|0.99|1.04|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32136,萨塔娜,燃烧、减伤、降速,5,14,,,2,4,1,301360,1,1,,,,313601,313611|313621|313631|313641|313651,,,,1.01|1.21|1.33|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32137,蛮人将军,赌命、攻击降防,5,10,,,1,4,1,301370,1,1,,,,313701,313711|313721|313731|313741,,,,1.01|1.21|1.33|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32138,鬼侍,石化、燃烧、全体、针对战士,5,14,,,1,4,2,301380,1,1,,,,313801,313811|313821|313831|313841|313851,,,,1.45|0.99|1.1|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32139,炎杀,针对残血、燃烧、持续伤害增强,5,14,,,1,4,2,301390,1,1,,,,313901,,,,,1.45|0.99|1.1|105|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32140,拉瓦,针对战士、针对游侠,5,10,,,1,4,3,301400,1,1,,,,314001,314011|314021|314031|314041,,,,1.58|0.94|1.04|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32141,铁炮,燃烧、燃烧增伤,5,10,,,2,4,4,301410,1,1,,,,314101,314111|314121|314131|314141,,,,1.52|0.99|1.04|105|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32142,大恶魔,治疗、免爆、死亡伤害,5,10,,,1,4,5,301420,1,1,,,,314201,314211|314221|314231|314241,,,,1.33|1.05|1.16|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32298,疾火,0,5,14,,,2,4,4,302980,1,1,,,,329801,,,,,1.52|0.99|1.04|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32300,米亚斯多德,燃烧、石化、无敌、复活、全体,5,14,,,2,4,3,303000,1,1,,,,330001,330011|330021|330031|330041|330051,,,,1.58|0.94|1.04|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32301,庞贝,引爆持续伤害、燃烧、增伤,5,10,,,2,4,4,303010,1,1,,,,330101,330111|330121|330131|330141,,,,1.52|0.99|1.04|105|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32164,傀儡卫士,打前排,3,3,,,1,5,1,301640,1,1,,,,316401,316411|316421,,,,1.01|1.33|1.39|102|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32167,神殿弓手,群体伤害,3,3,,,2,5,4,301670,1,1,,,,316701,316711|316721,,,,1.52|1.09|1.09|103|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32169,雪人,针对战士、针对游侠,4,5,,,1,5,1,301690,1,1,,,,316901,316911|316921|316931,,,,1.01|1.33|1.39|103|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32170,圣堂武士,针对后排、针对战士,4,5,,,1,5,2,301700,1,1,,,,317001,317011|317021|317031,,,,1.45|1.09|1.15|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
